id,tempo,loudness,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,duration_ms,key,mode,time_signature,BeatsPerMinute
0,134.90142459033697,-3.0032228170699895,0.40710648912562764,0.3024195112785364,0.6688765310406853,0.2574792164924693,0.1444364841550776,0.8296438053529284,0.3881214567684971,230494.00235952093,7,1,4,119.11733323552899
1,115.85207096486447,-5.376831585436156,0.06600984414024158,0.5634083644838541,0.7986557803566365,0.13566146716037775,0.44206621311807504,0.7039366670345154,0.09569011605800115,198003.6768313318,3,0,4,107.50559255369625
2,139.43065614302077,-9.70184815039913,0.3488205339694793,0.8038048904834751,0.9327529390603132,0.2600480402524339,0.33410465208656326,0.9456735370508046,0.9145844352217477,239746.15569377795,9,1,4,126.90778280384193
3,165.69089569224076,-13.234683888527869,0.11099809879131484,0.13714848815274316,0.020137848949289827,0.3850580557189617,0.5218308753051893,0.408927235756672,0.09103631494544173,267456.75525567145,1,0,5,132.92581398769372
4,112.97539875829992,-6.50888343193205,0.8082352100092222,0.580699084554285,0.15378370551321618,0.9429827840711357,0.5856543354287992,0.6619698394506341,0.6482091774485559,252908.50469120507,3,1,4,134.94308256947824
5,112.97589129152459,-8.032573072891251,0.9476880259644708,0.5055087603898639,0.886171294055993,0.6103760597816921,0.008495578607209509,0.4648547808132707,0.4131944788027977,223525.49236892784,1,1,4,126.3144597758281
6,167.37638446522175,-5.5240338998613385,0.0723164752579386,0.14407878601319957,0.45851856218701537,0.8349737856829623,0.7610059829495553,0.6305886973085435,0.40561939025544236,200593.1339590392,2,1,4,129.90261222328277
7,143.02304187458725,-6.824140991590152,0.9551152072917014,0.6239984855289824,0.5645906389334635,0.7103515007123322,0.7130142918617408,0.44959890600773733,0.6795518365726839,150960.59957932204,3,1,5,148.59012486786057
8,105.91576842195144,-4.752236423403325,0.5225765993367452,0.27364041786077165,0.6630272037231474,0.11250313052663174,0.3662863862065222,0.18863224642407483,0.06709373262987872,236997.20256896582,3,1,5,100.47225364875942
9,136.27680130757895,-12.67617605780284,0.2995656779538739,0.4878343185440125,0.6790666044956374,0.7359204063739488,0.05293593556881826,0.5078974160033809,0.5937057829514346,283987.36911107646,9,1,4,126.24578113590177
10,106.09746921562613,-3.4130296718283715,0.07686207527616351,0.08227232427706188,0.9317404033165082,0.27509888155912443,0.7549325397850504,0.5285842014374423,0.7720317859723548,217105.3019825209,8,0,4,89.02271498783116
11,106.0281073928923,-9.012001976538002,0.5006242680704178,0.45958405721362305,0.9969494174116696,0.6391078469947064,0.9551751604781324,0.8106038482601611,0.8282127578865942,295862.9574213062,9,1,4,113.6251585887789
12,127.25886814698103,0.37630436312632654,0.7945155444907487,0.3064634680428203,0.7201574609309402,0.3409619736429885,0.2401515960220142,0.7355207057935812,0.1705303893937753,123721.4145969458,5,0,4,125.75056087455657
13,62.601592660266064,-13.44593909044784,0.7070864772666982,0.8223812111853543,0.2872212092051508,0.9976722632646592,0.3235246137370379,0.6637916239414441,0.8974190500781737,142291.83076102292,8,0,4,75.93783485918425
14,68.25246502460902,-1.3201809841737528,0.05022601146397376,0.05697872699736828,0.8797524022943436,0.2635514794967778,0.18381288948181496,0.11338709555257254,0.6561460918474422,242760.07538741312,3,0,3,66.8830789237574
15,103.13137412277082,-9.01044608268676,0.07290183536790351,0.41860727491832994,0.04922091454076161,0.27913047077426967,0.5769361233448397,0.720616290663715,0.8818548008206828,213214.51050766255,8,0,4,92.5750955402284
16,89.61506638996728,-13.257090018072242,0.4028732826326371,0.458431424131438,0.2310808528744962,0.9306722555623983,0.15484139464745494,0.5003051563545148,0.48528071711019827,265689.10882859037,10,0,4,87.84077591988871
17,129.42741997785822,-12.419429170271608,0.2952904940479433,0.7250060762991187,0.8973857174637149,0.02464440463632267,0.35619394346137945,0.8940995361061592,0.542033345097202,199226.41796366303,8,0,3,123.46306303259338
18,92.75927773436368,-11.6017365409716,0.23238432305604784,0.574287575090211,0.25619151443935495,0.6966889878731969,0.697013013934263,0.9198709341305428,0.9190382770286711,156601.2288735834,5,1,4,86.5333320413014
19,77.63088895994125,-7.879170267990418,0.2810044989087136,0.667212337194181,0.22065105962174847,0.7253263907358781,0.5601159830093484,0.05515659060178546,0.8999095433546718,189320.33788974787,4,1,4,77.82525613399467
20,163.96946306764661,-7.385822559822502,0.8034827432968846,0.7770492856517561,0.13812529314024724,0.8363785774103993,0.38646256432793524,0.8206415603544788,0.448160873369002,123365.8014538133,2,1,4,153.0340187172126
21,113.22671098540393,-12.868500019692895,0.9292280536318539,0.8622029736581888,0.8591117576469165,0.9744393106384753,0.4202496018075419,0.03769739042267062,0.27441263163568175,143570.46634514828,4,0,5,114.58730226959428
22,122.02584614063771,-10.121772961304915,0.4051026945275664,0.3138754967224705,0.5000582591910867,0.9756019191566524,0.5621108826232295,0.36716962569502265,0.39317043456426415,248622.1998959005,2,0,4,100.44515938907416
23,77.2575544135963,0.7113517930593183,0.9061110021324971,0.538022705363903,0.6748932030541548,0.0652767575664639,0.005864727887161303,0.5422999756210791,0.38776432852974974,243639.3707234805,4,0,3,74.07877128601476
24,103.66851826424451,-1.3622841494964426,0.32149570124788196,0.8401080784391999,0.23906638407502967,0.8218393227529025,0.07850986845360985,0.14810079862712744,0.28686687498279395,218150.21424030385,4,1,4,93.16917619909569
25,123.32767769129599,-7.8183816516298394,0.4764369863437916,0.9894511309650564,0.7580404210112165,0.6463099336573813,0.8812580677630116,0.7463138125690768,0.26857960433296657,113946.12395197654,1,1,4,121.28997849971923
26,85.47019267733091,-9.809982609158999,0.22602899781599972,0.8895193110437631,0.7600055449620985,0.6473421343730912,0.07787898909129076,0.008354704172138572,0.8610629364797194,182079.82122435558,8,1,4,87.27069958829753
27,131.27094055037017,-9.399843366408694,0.640476042175844,0.3714672626243768,0.31259802490830013,0.1283499266146948,0.7068035962105051,0.16859904843403684,0.06986192068466168,138750.00556699745,6,0,4,120.68531659170227
28,101.98083930243585,-6.932410136347917,0.9789811151748089,0.19516651721865041,0.41068263301028285,0.6501871664456533,0.9200381641090526,0.5807968298534757,0.6776111820995941,258826.66268938826,5,0,4,80.53475660245104
29,111.2491875062017,-15.113962825992028,0.6034930960433786,0.4893925374065887,0.20969027743020086,0.9824825806012478,0.2706836043017311,0.7143875620372924,0.1728200514564523,170813.89332186992,4,0,4,124.1559635645512
30,101.9488016331181,-11.286882687116726,0.35781408411354887,0.7416414518360422,0.9765610233229043,0.911818569539447,0.37049143705951426,0.9166431026939161,0.34450589339406323,145712.61446092254,3,1,4,110.7047459952099
31,175.56834553526812,-18.342920369387947,0.6478174459905284,0.4925690707532976,0.6456025770584116,0.4391306608048505,0.5689214058447163,0.7054966519346239,0.06154303413483686,201489.80825607124,7,0,4,165.25715992149583
32,119.59508325786199,-8.003884386973603,0.12292067846538757,0.4831808633136685,0.9345438807155155,0.03994797328609434,0.8817089696385847,0.671779270254866,0.26997363685546205,167992.27715826943,1,0,4,124.45709985083506
33,88.26867213132299,-6.764020301486295,0.8886590802653986,0.8382304210818006,0.30338554362913317,0.36229349000020483,0.9419055872604202,0.3943411463506643,0.7684210711172421,274187.1955101853,7,0,4,91.18793445175626
34,144.67634736309566,-12.41593231149687,0.5030839507798364,0.36140377906718635,0.7818909129968897,0.8263903116005552,0.7395632481112681,0.0012844255268014138,0.8850153245472586,163259.45512329045,0,0,4,150.1000647983411
35,83.37469050086933,-2.130066183549836,0.44934974203964206,0.8597946748116456,0.765858643884742,0.701499101465166,0.08661976085469403,0.12015925873562194,0.22152715190236705,130038.58703876844,9,1,4,78.93152659615754
36,126.26590785014267,-16.128828315011706,0.5858647884535192,0.40680480095172356,0.6916556518665415,0.4593436555939564,0.6691541555348508,0.5345545447560391,0.46354783925892185,92354.32421212422,0,1,4,121.21947331637394
37,61.20989628360673,-17.3218744010491,0.6247838627894025,0.3282331056783394,0.9656389752668004,0.055101535158831094,0.41030372187266206,0.6751298858444197,0.4703240479372064,198460.67487932925,2,0,4,60.0
38,80.15441853304708,-8.87774090720014,0.07177580622651303,0.453989911199699,0.39355533610631555,0.4268947278233026,0.4707009994910616,0.4174482838964625,0.8735753057597342,171903.49430710368,4,0,4,72.51584057440708
39,125.90583707607371,-4.764508486939228,0.6826172212234024,0.7624469586748684,0.1307173235897573,0.4690249397178835,0.04914839034517704,0.7306790115283902,0.7627990528758054,128554.76967441366,5,1,4,129.67538344543397
40,142.1539973998623,-1.5803615427106568,0.24193168031552958,0.12600202786399428,0.6717088592440608,0.928555532894136,0.19106213934635818,0.5218622953321788,0.5130772183680499,259461.32306278928,3,1,4,118.90495863281483
